dataset_id	concept_id_1	concept_id_2	concept_count	concept_prevalence	chi_square_t	chi_square_p	expected_count	ln_ratio	rel_freq_1	rel_freq_2
8507	961460	40	2.234099e-05	2.020565e-01	6.530660e-01	3.789460e+01	5.407078e-02	5.306004e-05	4.444444e-01
1	8507	904598	41	2.289951e-05	1.828768e+01	1.899313e-05	6.778923e+01	-5.028313e-01	5.438654e-05	2.546584e-01
1	8507	948491	41	2.289951e-05	1.763285e+00	1.842152e-01	4.799983e+01	-1.576254e-01	5.438654e-05	3.596491e-01
1	8507	903649	42	2.345804e-05	1.861664e+00	1.724329e-01	3.578935e+01	1.600194e-01	5.571304e-05	4.941176e-01
1	8507	937798	42	2.345804e-05	8.777082e+00	3.050388e-03	5.936821e+01	-3.460893e-01	5.571304e-05	2.978723e-01
1	8507	940093	43	2.401656e-05	1.969681e-01	6.571794e-01	4.084196e+01	5.149014e-02	5.703954e-05	4.432990e-01
1	8507	974702	43	2.401656e-05	5.401787e-03	9.414108e-01	4.336827e+01	-8.527874e-03	5.703954e-05	4.174757e-01
1	8507	958211	44	2.457509e-05	4.166835e+00	4.122273e-02	5.557875e+01	-2.336113e-01	5.836604e-05	3.333333e-01
1	8507	929639	45	2.513361e-05	7.774534e+00	5.298788e-03	3.284199e+01	3.149547e-01	5.969254e-05	5.769231e-01
1	8507	993601	45	2.513361e-05	3.302383e+00	6.917947e-02	3.663145e+01	2.057554e-01	5.969254e-05	5.172414e-01
1	8507	903679	46	2.569214e-05	3.046182e+01	3.405030e-08	8.463128e+01	-6.096625e-01	6.101904e-05	2.288557e-01
1	8507	918225	46	2.569214e-05	2.065198e+00	1.506953e-01	3.915776e+01	1.610429e-01	6.101904e-05	4.946237e-01
1	8507	965013	46	2.569214e-05	1.330160e+00	2.487767e-01	4.042091e+01	1.292942e-01	6.101904e-05	4.791667e-01
1	8507	974883	46	2.569214e-05	9.049322e-02	7.635511e-01	4.757878e+01	-3.374542e-02	6.101904e-05	4.070796e-01
1	8507	921023	47	2.625066e-05	2.712972e+00	9.953539e-02	3.915776e+01	1.825491e-01	6.234555e-05	5.053763e-01
1	8507	966282	47	2.625066e-05	8.421563e+00	3.707968e-03	3.410514e+01	3.206994e-01	6.234555e-05	5.802469e-01
1	8507	968667	47	2.625066e-05	4.613086e+00	3.172889e-02	3.705250e+01	2.378118e-01	6.234555e-05	5.340909e-01
1	8507	901659	48	2.680919e-05	1.432190e+00	2.314073e-01	5.473665e+01	-1.313324e-01	6.367205e-05	3.692308e-01
1	8507	915670	48	2.680919e-05	2.944993e-01	5.873516e-01	5.094719e+01	-5.958854e-02	6.367205e-05	3.966942e-01
1	8507	916232	48	2.680919e-05	4.369002e+01	3.847285e-11	2.357886e+01	7.108503e-01	6.367205e-05	8.571429e-01
1	8507	919010	48	2.680919e-05	2.598604e-02	8.719344e-01	4.715773e+01	1.770314e-02	6.367205e-05	4.285714e-01
1	8507	975490	48	2.680919e-05	1.108724e+01	8.692367e-04	6.905239e+01	-3.636644e-01	6.367205e-05	2.926829e-01
1	8507	959200	49	2.736771e-05	3.363213e+00	6.666786e-02	5.978926e+01	-1.990058e-01	6.499855e-05	3.450704e-01
1	8507	919345	51	2.848476e-05	8.102181e+01	2.232407e-19	2.021045e+01	9.256256e-01	6.765155e-05	1.062500e+00
1	8507	938301	51	2.848476e-05	4.406333e-01	5.068169e-01	5.473665e+01	-7.070782e-02	6.765155e-05	3.923077e-01
1	8507	997881	51	2.848476e-05	4.559868e-03	9.461623e-01	5.136824e+01	-7.194414e-03	6.765155e-05	4.180328e-01
1	8507	921959	53	2.960181e-05	4.563852e+01	1.422171e-11	2.652622e+01	6.921582e-01	7.030455e-05	8.412698e-01
1	8507	974473	53	2.960181e-05	5.019218e+00	2.506748e-02	6.694713e+01	-2.336113e-01	7.030455e-05	3.333333e-01
1	8507	992591	53	2.960181e-05	9.071920e+00	2.595644e-03	3.873670e+01	3.135043e-01	7.030455e-05	5.760870e-01
1	8507	993537	53	2.960181e-05	3.980330e+00	4.603456e-02	6.526293e+01	-2.081322e-01	7.030455e-05	3.419355e-01
1	8507	907210	54	3.016034e-05	2.761638e+00	9.654935e-02	4.547352e+01	1.718538e-01	7.163105e-05	5.000000e-01
1	8507	928111	54	3.016034e-05	6.791351e+00	9.160054e-03	4.126301e+01	2.690176e-01	7.163105e-05	5.510204e-01
1	8507	974852	54	3.016034e-05	3.590208e+00	5.812098e-02	6.568398e+01	-1.958710e-01	7.163105e-05	3.461538e-01
1	8507	993733	54	3.016034e-05	1.038858e+01	1.267973e-03	3.873670e+01	3.321965e-01	7.163105e-05	5.869565e-01
1	8507	923754	56	3.127739e-05	1.901427e+00	1.679186e-01	6.442082e+01	-1.400852e-01	7.428405e-05	3.660131e-01
1	8507	947417	56	3.127739e-05	5.303352e+00	2.128443e-02	7.073659e+01	-2.336113e-01	7.428405e-05	3.333333e-01
1	8507	968205	601	3.356734e-04	4.863497e+00	2.743068e-02	5.612612e+02	6.840861e-02	7.972271e-04	4.508627e-01
1	8507	920340	602	3.362319e-04	3.691265e+03	0.000000e+00	3.219357e+03	-1.676679e+00	7.985536e-04	7.873398e-02
1	8507	925049	602	3.362319e-04	7.981962e+02	1.331162e-175	2.572622e+02	8.501615e-01	7.985536e-04	9.852700e-01
1	8507	929519	628	3.507535e-04	2.242098e+01	2.189693e-06	5.439981e+02	1.435945e-01	8.330426e-04	4.860681e-01
1	8507	929953	638	3.563388e-04	1.204548e+00	2.724146e-01	6.172610e+02	3.304640e-02	8.463076e-04	4.351978e-01
1	8507	950669	641	3.580144e-04	8.189865e+00	4.212506e-03	6.985238e+02	-8.593984e-02	8.502871e-04	3.863773e-01
1	8507	967016	645	3.602485e-04	4.626130e+01	1.034878e-11	5.263139e+02	2.033525e-01	8.555931e-04	5.160000e-01
1	8507	917207	659	3.680678e-04	4.629411e-01	4.962526e-01	6.724187e+02	-2.015762e-02	8.741641e-04	4.126487e-01
1	8507	997973	664	3.708604e-04	9.437314e+01	2.613146e-22	4.989456e+02	2.857851e-01	8.807966e-04	5.603376e-01
1	8507	932749	669	3.736530e-04	8.953905e+01	3.006459e-21	5.069456e+02	2.773804e-01	8.874291e-04	5.556478e-01
1	8507	916010	677	3.781212e-04	2.440741e+00	1.182204e-01	7.086291e+02	-4.566092e-02	8.980412e-04	4.022579e-01
1	8507	975171	677	3.781212e-04	1.069720e+00	3.010087e-01	6.568398e+02	3.023117e-02	8.980412e-04	4.339744e-01
1	8507	998014	746	4.166595e-04	1.397276e+01	1.854788e-04	8.277865e+02	-1.040297e-01	9.895697e-04	3.794507e-01
1	8507	992673	767	4.283885e-04	1.682996e+02	1.740047e-38	5.381033e+02	3.544362e-01	1.017426e-03	6.001565e-01
1	8507	959113	772	4.311811e-04	2.960733e+01	5.290447e-08	6.652608e+02	1.488054e-01	1.024059e-03	4.886076e-01
1	8507	951553	775	4.328567e-04	2.143724e+02	1.527456e-48	5.208403e+02	3.974197e-01	1.028038e-03	6.265158e-01
1	8507	911065	796	4.445857e-04	3.235547e+01	1.283951e-08	6.829449e+02	1.531849e-01	1.055895e-03	4.907522e-01
1	8507	920949	797	4.451442e-04	1.204318e+01	5.198224e-04	7.258922e+02	9.345323e-02	1.057221e-03	4.622970e-01
1	8507	998001	800	4.468198e-04	1.469458e+01	1.264092e-04	7.216816e+02	1.030276e-01	1.061201e-03	4.667445e-01
1	8507	998000	821	4.585488e-04	6.970627e+01	6.882685e-17	6.581029e+02	2.211618e-01	1.089057e-03	5.252719e-01
1	8507	968640	832	4.646926e-04	1.537639e+01	8.808208e-05	7.503131e+02	1.033418e-01	1.103649e-03	4.668911e-01
1	8507	915679	835	4.663682e-04	2.788593e+01	1.286820e-07	7.267343e+02	1.388709e-01	1.107628e-03	4.837775e-01
1	8507	950137	847	4.730705e-04	2.174216e+01	3.118618e-06	7.498921e+02	1.217714e-01	1.123546e-03	4.755755e-01
1	8507	915672	848	4.736290e-04	2.691290e+01	2.128338e-07	7.406289e+02	1.353809e-01	1.124873e-03	4.820921e-01
1	8507	938045	850	4.747460e-04	1.052450e+01	1.178020e-03	7.810499e+02	8.459737e-02	1.127526e-03	4.582210e-01
1	8507	8657	857	4.786557e-04	6.394163e+00	1.144962e-02	8.025235e+02	6.567683e-02	1.136811e-03	4.496327e-01
1	8507	987273	860	4.803313e-04	1.238259e+02	9.196916e-29	6.450503e+02	2.876040e-01	1.140791e-03	5.613577e-01
1	8507	922723	903	5.043478e-04	1.984988e-02	8.879572e-01	8.997863e+02	3.565296e-03	1.197830e-03	4.225550e-01
1	8507	902807	915	5.110501e-04	5.799017e+01	2.634313e-14	7.557868e+02	1.911648e-01	1.213748e-03	5.097493e-01
1	8507	967564	927	5.177524e-04	8.764597e+01	7.828398e-21	1.170522e+03	-2.332516e-01	1.229666e-03	3.334532e-01
1	8507	950664	930	5.194280e-04	2.412192e+02	2.132423e-54	6.328399e+02	3.849672e-01	1.233646e-03	6.187625e-01
1	8507	961168	953	5.322741e-04	1.751135e+01	2.855976e-05	1.056417e+03	-1.030236e-01	1.264155e-03	3.798326e-01
1	8507	951535	959	5.356252e-04	8.989865e+00	2.714810e-03	8.909442e+02	7.360928e-02	1.272114e-03	4.532136e-01
1	8507	989485	978	5.462372e-04	1.103005e+03	7.339540e-242	4.450510e+02	7.873207e-01	1.297318e-03	9.252602e-01
1	8507	942382	980	5.473542e-04	9.712346e+01	6.513642e-23	7.717867e+02	2.388443e-01	1.299971e-03	5.346427e-01
1	8507	996419	1039	5.803072e-04	1.379697e+03	5.425332e-302	4.437879e+02	8.506673e-01	1.378235e-03	9.857685e-01
1	8507	916011	1100	6.143772e-04	1.500278e+01	1.073529e-04	1.202101e+03	-8.876067e-02	1.459151e-03	3.852890e-01
1	8507	976547	1119	6.249892e-04	2.349044e+02	5.079574e-53	7.911551e+02	3.466967e-01	1.484355e-03	5.955295e-01
1	8507	915627	1166	6.512398e-04	5.213564e+00	2.241134e-02	1.108207e+03	5.083607e-02	1.546700e-03	4.430091e-01
1	8507	915673	1173	6.551495e-04	2.542547e+00	1.108159e-01	1.132206e+03	3.539619e-02	1.555986e-03	4.362216e-01
1	8507	986148	1201	6.707882e-04	8.369158e+00	3.816424e-03	1.127154e+03	6.345878e-02	1.593128e-03	4.486365e-01
1	8507	950662	1203	6.719053e-04	2.697334e+02	1.297250e-60	8.408391e+02	3.581734e-01	1.595781e-03	6.024036e-01
1	8507	904996	1257	7.020656e-04	1.450231e+02	2.122757e-33	1.626099e+03	-2.574563e-01	1.667412e-03	3.254790e-01
1	8507	951530	1262	7.048582e-04	2.657774e+02	9.445737e-60	8.917863e+02	3.472265e-01	1.674044e-03	5.958451e-01
1	8507	974199	1270	7.093264e-04	3.840521e-04	9.843647e-01	1.269469e+03	4.180684e-04	1.684656e-03	4.212272e-01
1	8507	939832	1294	7.227310e-04	2.289381e+02	1.016089e-51	9.410493e+02	3.184980e-01	1.716492e-03	5.789709e-01
1	8507	954692	1294	7.227310e-04	1.497142e+01	1.091521e-04	1.192417e+03	8.175602e-02	1.716492e-03	4.569209e-01
1	8507	923682	1303	7.277577e-04	6.700755e+00	9.637208e-03	1.375995e+03	-5.450788e-02	1.728431e-03	3.987148e-01
1	8507	906933	1358	7.584766e-04	2.035391e+02	3.528282e-46	1.820625e+03	-2.931669e-01	1.801388e-03	3.140611e-01
1	8507	961082	1395	7.791420e-04	8.460113e+01	3.650559e-20	1.681678e+03	-1.868978e-01	1.850469e-03	3.492739e-01
1	8507	904549	1404	7.841687e-04	2.003594e+02	1.743446e-45	1.869046e+03	-2.861028e-01	1.862407e-03	3.162875e-01
1	8507	970283	1473	8.227069e-04	5.292361e+02	4.141318e-117	2.313676e+03	-4.515365e-01	1.953936e-03	2.680619e-01
1	8507	948079	1491	8.327604e-04	2.907019e+00	8.819476e-02	1.541889e+03	-3.356141e-02	1.977813e-03	4.071546e-01
1	8507	974201	1580	8.824691e-04	5.956584e+01	1.182707e-14	1.363364e+03	1.474700e-01	2.095872e-03	4.879555e-01
1	8507	974200	1582	8.835861e-04	5.197310e+01	5.626625e-13	1.378521e+03	1.376784e-01	2.098525e-03	4.832010e-01
1	8507	917310	1668	9.316193e-04	3.133878e-01	5.756087e-01	1.685468e+03	-1.041778e-02	2.212604e-03	4.166875e-01
1	8507	922806	1708	9.539602e-04	7.128196e+01	3.096545e-17	1.994519e+03	-1.550799e-01	2.265664e-03	3.605658e-01
1	8507	907016	1778	9.930570e-04	2.480118e+02	7.045129e-56	1.339785e+03	2.829802e-01	2.358519e-03	5.587681e-01
1	8507	951536	1835	1.024893e-03	1.128647e+01	7.807405e-04	1.728836e+03	5.959616e-02	2.434129e-03	4.469070e-01
1	8507	997893	1891	1.056170e-03	2.578717e+02	4.993953e-58	2.501044e+03	-2.796023e-01	2.508413e-03	3.183502e-01
1	8507	961269	1997	1.115374e-03	7.961950e+01	4.539226e-19	2.323781e+03	-1.515496e-01	2.649022e-03	3.618409e-01
1	8507	923115	2010	1.122635e-03	1.526907e+02	4.475838e-35	1.630731e+03	2.091063e-01	2.666267e-03	5.189775e-01
1	8507	902741	2057	1.148885e-03	4.198677e+00	4.045553e-02	2.128835e+03	-3.432605e-02	2.728612e-03	4.068434e-01
1	8507	982109	2142	1.196360e-03	2.140693e+02	1.778644e-48	1.685468e+03	2.396969e-01	2.841365e-03	5.350987e-01
1	8507	907020	2234	1.247744e-03	4.397218e+02	1.244506e-97	1.597047e+03	3.356374e-01	2.963403e-03	5.889797e-01
1	8507	905236	2271	1.268410e-03	7.420126e+00	6.449829e-03	2.371781e+03	-4.342090e-02	3.012484e-03	4.031600e-01
1	8507	998012	2357	1.316443e-03	1.549967e-02	9.009213e-01	2.352413e+03	1.948152e-03	3.126563e-03	4.218722e-01
1	8507	997892	2709	1.513044e-03	1.879862e+01	1.452723e-05	2.885884e+03	-6.325186e-02	3.593491e-03	3.952437e-01
1	8507	989898	2808	1.568337e-03	1.127992e+02	2.387768e-26	3.269041e+03	-1.520242e-01	3.724815e-03	3.616692e-01
1	8507	942384	2855	1.594588e-03	6.459796e+02	1.672927e-142	1.992835e+03	3.595136e-01	3.787160e-03	6.032115e-01
1	8507	929889	2856	1.595147e-03	3.115414e+00	7.755478e-02	2.785253e+03	2.508324e-02	3.788487e-03	4.317460e-01
1	8507	968304	2892	1.615254e-03	3.465878e+02	2.345289e-77	2.224834e+03	2.622659e-01	3.836241e-03	5.473126e-01
1	8507	915759	2900	1.619722e-03	1.431624e+02	5.416490e-33	2.450097e+03	1.685833e-01	3.846853e-03	4.983674e-01
1	8507	922802	2934	1.638712e-03	1.501300e+02	1.623882e-34	3.482935e+03	-1.715086e-01	3.891954e-03	3.546905e-01
1	8507	915743	3100	1.731427e-03	1.315889e+02	1.840428e-30	2.651359e+03	1.563298e-01	4.112153e-03	4.922979e-01
1	8507	953113	3185	1.778901e-03	1.516060e+02	7.725690e-35	3.757881e+03	-1.654030e-01	4.224906e-03	3.568627e-01
1	8507	989486	3249	1.814647e-03	4.415115e+03	0.000000e+00	1.375574e+03	8.594761e-01	4.309802e-03	9.944904e-01
1	8507	950641	3377	1.886138e-03	5.541959e+02	1.538888e-122	2.485465e+03	3.065280e-01	4.479594e-03	5.720820e-01
1	8507	939510	3459	1.931937e-03	6.070384e+02	4.930636e-134	2.519570e+03	3.168913e-01	4.588367e-03	5.780414e-01
1	8507	948637	3487	1.947576e-03	1.295405e+02	5.165212e-30	3.012621e+03	1.462314e-01	4.625509e-03	4.873515e-01
1	8507	968985	3602	2.011806e-03	1.140620e+04	0.000000e+00	1.267280e+04	-1.257968e+00	4.778056e-03	1.196757e-01
1	8507	956877	3754	2.096702e-03	6.728702e+02	2.373645e-148	2.725464e+03	3.201833e-01	4.979685e-03	5.799475e-01
1	8507	915626	3903	2.179922e-03	8.791412e+01	6.835897e-21	3.482935e+03	1.138702e-01	5.177333e-03	4.718327e-01
1	8507	906891	4007	2.238009e-03	1.211672e+03	1.773037e-265	6.060610e+03	-4.137676e-01	5.315289e-03	2.783799e-01
1	8507	967434	4353	2.431258e-03	5.567004e+03	0.000000e+00	9.989438e+03	-8.306631e-01	5.774259e-03	1.834773e-01
1	8507	903963	4610	2.574799e-03	5.147139e+01	7.264826e-13	4.994509e+03	-8.011116e-02	6.115169e-03	3.886360e-01
1	8507	968005	5363	2.995368e-03	5.010390e+02	5.648017e-111	4.255143e+03	2.313952e-01	7.114025e-03	5.306748e-01
1	8507	953102	6003	3.352824e-03	2.132804e+02	2.643625e-48	6.923344e+03	-1.426395e-01	7.962985e-03	3.650794e-01
1	8507	997899	6151	3.435486e-03	3.329872e+01	7.903468e-09	6.503556e+03	-5.573440e-02	8.159307e-03	3.982261e-01
1	8507	961050	6279	3.506977e-03	2.123550e+02	4.208179e-48	7.216395e+03	-1.391448e-01	8.329100e-03	3.663574e-01
1	8507	987250	6777	3.785122e-03	5.411275e+02	1.071859e-119	5.472402e+03	2.138170e-01	8.989697e-03	5.214280e-01
1	8507	8515	8907	4.974780e-03	2.520456e+02	9.300112e-57	1.011365e+04	-1.270483e-01	1.181514e-02	3.708160e-01
1	8507	993653	13083	7.307179e-03	6.835098e+02	1.152586e-150	1.101091e+04	1.724272e-01	1.735461e-02	5.002868e-01
1	8507	957136	14123	7.888045e-03	1.330180e+03	3.123604e-291	1.120712e+04	2.312556e-01	1.873417e-02	5.306007e-01
1	8507	8552	14273	7.971824e-03	7.385644e+01	8.401004e-18	1.351953e+04	5.423427e-02	1.893315e-02	4.445171e-01
1	8507	968477	15881	8.869931e-03	3.449416e+02	5.354332e-77	1.774099e+04	-1.107543e-01	2.106616e-02	3.769076e-01
1	8507	938330	32777	1.830677e-02	1.367376e+03	2.580533e-299	3.813039e+04	-1.512846e-01	4.347872e-02	3.619368e-01
1	8507	8516	43498	2.429471e-02	8.824868e+01	5.772162e-21	4.496784e+04	-3.323261e-02	5.770014e-02	4.072885e-01
1	8507	8527	182994	1.022067e-01	5.958188e+02	1.359075e-131	1.761699e+05	3.800450e-02	2.427417e-01	4.373609e-01
1	8515	968464	4	2.234099e-06	2.752847e+00	9.708141e-02	8.921483e+00	-8.021678e-01	1.665279e-04	6.015038e-03
1	8515	939543	7	3.909673e-06	2.549837e-02	8.731315e-01	7.432333e+00	-5.992970e-02	2.914238e-04	1.263538e-02
1	8515	964369	8	4.468198e-06	9.650835e-02	7.560607e-01	8.921483e+00	-1.090207e-01	3.330558e-04	1.203008e-02
1	8515	981805	8	4.468198e-06	1.502729e+00	2.202519e-01	5.218732e+00	4.271870e-01	3.330558e-04	2.056555e-02
1	8515	908984	9	5.026723e-06	6.569741e+00	1.037271e-02	3.944235e+00	8.249696e-01	3.746878e-04	3.061224e-02
1	8515	968665	9	5.026723e-06	7.224255e-01	3.953495e-01	1.191320e+01	-2.804223e-01	3.746878e-04	1.013514e-02
1	8515	981655	9	5.026723e-06	2.124696e-01	6.448386e-01	7.727480e+00	1.524418e-01	3.746878e-04	1.562500e-02
1	8515	998000	9	5.026723e-06	6.930663e+00	8.473026e-03	2.096884e+01	-8.458129e-01	3.746878e-04	5.758157e-03
1	8515	902427	10	5.585247e-06	3.196637e-01	5.718098e-01	1.194003e+01	-1.773115e-01	4.163197e-04	1.123596e-02
1	8515	903753	10	5.585247e-06	4.404797e+00	3.583798e-02	5.232148e+00	6.477632e-01	4.163197e-04	2.564103e-02
1	8515	904992	10	5.585247e-06	5.056651e+00	2.453159e-02	5.004080e+00	6.923315e-01	4.163197e-04	2.680965e-02
1	8515	908983	10	5.585247e-06	4.124143e+00	4.227542e-02	5.339474e+00	6.274579e-01	4.163197e-04	2.512563e-02
1	8515	923645	10	5.585247e-06	1.186617e-01	7.304906e-01	8.975146e+00	1.081259e-01	4.163197e-04	1.494768e-02
1	8515	951535	10	5.585247e-06	1.208665e+01	5.078423e-04	2.838776e+01	-1.043373e+00	4.163197e-04	4.725898e-03
1	8515	968640	10	5.585247e-06	8.207962e+00	4.170697e-03	2.390689e+01	-8.715817e-01	4.163197e-04	5.611672e-03
1	8515	951470	11	6.143772e-06	1.283358e+00	2.572757e-01	7.848222e+00	3.376083e-01	4.579517e-04	1.880342e-02
1	8515	974201	11	6.143772e-06	2.459959e+01	7.056661e-07	4.344024e+01	-1.373491e+00	4.579517e-04	3.397159e-03
1	8515	975193	11	6.143772e-06	9.787698e-03	9.211916e-01	1.067895e+01	2.962092e-02	4.579517e-04	1.381910e-02
1	8515	993690	11	6.143772e-06	4.017825e-01	5.261701e-01	1.329502e+01	-1.894944e-01	4.579517e-04	1.109990e-02
1	8515	902807	12	6.702297e-06	6.149626e+00	1.314399e-02	2.408130e+01	-6.965288e-01	4.995837e-04	6.685237e-03
1	8515	903810	12	6.702297e-06	1.254227e+01	3.978480e-04	4.521113e+00	9.761486e-01	4.995837e-04	3.560831e-02
1	8515	908211	12	6.702297e-06	1.065249e+01	1.099231e-03	4.856507e+00	9.045873e-01	4.995837e-04	3.314917e-02
1	8515	915175	12	6.702297e-06	4.275317e-02	8.361907e-01	1.130949e+01	5.926453e-02	4.995837e-04	1.423488e-02
1	8515	955291	12	6.702297e-06	7.889189e+00	4.973115e-03	5.473632e+00	7.849643e-01	4.995837e-04	2.941176e-02
1	8515	975861	12	6.702297e-06	4.139895e-01	5.199515e-01	9.981329e+00	1.841905e-01	4.995837e-04	1.612903e-02
1	8515	989485	12	6.702297e-06	3.400394e-01	5.598065e-01	1.418046e+01	-1.669585e-01	4.995837e-04	1.135289e-02
1	8515	903711	13	7.260822e-06	1.287502e+01	3.329975e-04	5.017496e+00	9.520184e-01	5.412157e-04	3.475936e-02
1	8515	915678	13	7.260822e-06	9.134569e+00	2.508245e-03	5.782194e+00	8.101661e-01	5.412157e-04	3.016241e-02
1	8515	919532	13	7.260822e-06	2.300768e+00	1.293100e-01	8.586089e+00	4.148060e-01	5.412157e-04	2.031250e-02
1	8515	920334	13	7.260822e-06	1.610832e+00	2.043749e-01	1.840643e+01	-3.477506e-01	5.412157e-04	9.475219e-03
1	8515	923647	13	7.260822e-06	1.080976e+00	2.984794e-01	1.729292e+01	-2.853478e-01	5.412157e-04	1.008534e-02
1	8515	939542	13	7.260822e-06	2.283237e+00	1.307787e-01	8.599505e+00	4.132447e-01	5.412157e-04	2.028081e-02
1	8515	948107	13	7.260822e-06	3.260929e-02	8.566969e-01	1.236933e+01	4.972897e-02	5.412157e-04	1.409978e-02
1	8515	974739	13	7.260822e-06	2.990863e+01	4.528929e-08	3.233199e+00	1.391477e+00	5.412157e-04	5.394191e-02
1	8515	996419	13	7.260822e-06	9.324796e-02	7.600880e-01	1.414022e+01	-8.407354e-02	5.412157e-04	1.233397e-02
1	8515	906116	14	7.819346e-06	2.718490e+00	9.919180e-02	9.069057e+00	4.341891e-01	5.828476e-04	2.071006e-02
1	8515	929924	14	7.819346e-06	5.009110e+00	2.521427e-02	7.794559e+00	5.856314e-01	5.828476e-04	2.409639e-02
1	8515	950637	14	7.819346e-06	3.783402e+01	7.702673e-10	3.152705e+00	1.490797e+00	5.828476e-04	5.957447e-02
1	8515	968637	14	7.819346e-06	2.875842e-01	5.917728e-01	1.613916e+01	-1.421916e-01	5.828476e-04	1.163757e-02
1	8515	908944	15	8.377871e-06	2.217024e+00	1.364959e-01	1.026306e+01	3.794992e-01	6.244796e-04	1.960784e-02
1	8515	939509	15	8.377871e-06	1.247625e+01	4.121591e-04	6.238330e+00	8.773376e-01	6.244796e-04	3.225806e-02
1	8515	975169	15	8.377871e-06	8.110211e+00	4.401661e-03	7.338423e+00	7.149262e-01	6.244796e-04	2.742230e-02
1	8515	917337	16	8.936396e-06	2.126551e+00	1.447662e-01	1.116192e+01	3.600811e-01	6.661116e-04	1.923077e-02
1	8515	947420	16	8.936396e-06	1.200964e+01	5.292617e-04	6.935950e+00	8.358707e-01	6.661116e-04	3.094778e-02
1	8515	959113	16	8.936396e-06	1.292608e+00	2.555680e-01	2.119691e+01	-2.812666e-01	6.661116e-04	1.012658e-02
1	8515	961267	16	8.936396e-06	8.160230e-02	7.751376e-01	1.490491e+01	7.089777e-02	6.661116e-04	1.440144e-02
1	8515	992673	16	8.936396e-06	7.760747e-02	7.805663e-01	1.714535e+01	-6.913808e-02	6.661116e-04	1.251956e-02
1	8515	997957	16	8.936396e-06	3.693897e+01	1.218853e-09	3.971066e+00	1.393554e+00	6.661116e-04	5.405405e-02
1	8515	961266	17	9.494920e-06	3.042976e+00	8.108714e-02	1.120216e+01	4.171065e-01	7.077435e-04	2.035928e-02
1	8515	967570	17	9.494920e-06	4.297689e+00	3.816420e-02	1.037039e+01	4.942591e-01	7.077435e-04	2.199224e-02
1	8515	974620	17	9.494920e-06	2.375232e-02	8.775168e-01	1.638065e+01	3.711271e-02	7.077435e-04	1.392301e-02
1	8515	974740	17	9.494920e-06	3.793052e+01	7.330957e-10	4.306460e+00	1.373097e+00	7.077435e-04	5.295950e-02
1	8515	929954	18	1.005345e-05	2.209497e-01	6.383173e-01	1.612575e+01	1.099545e-01	7.493755e-04	1.497504e-02
1	8515	951553	18	1.005345e-05	1.206002e-01	7.283845e-01	1.659530e+01	8.125222e-02	7.493755e-04	1.455133e-02
1	8515	955641	18	1.005345e-05	4.155720e+01	1.144721e-10	4.467449e+00	1.393554e+00	7.493755e-04	5.405405e-02
1	8515	961051	18	1.005345e-05	5.444847e-02	8.154959e-01	1.901014e+01	-5.460065e-02	7.493755e-04	1.270289e-02
1	8515	976547	18	1.005345e-05	2.091394e+00	1.481309e-01	2.520822e+01	-3.367984e-01	7.493755e-04	9.579564e-03
1	8515	905293	19	1.061197e-05	1.694963e+01	3.838474e-05	7.673817e+00	9.066248e-01	7.910075e-04	3.321678e-02
1	8515	907016	19	1.061197e-05	1.334796e+01	2.587043e-04	4.268896e+01	-8.095014e-01	7.910075e-04	5.971087e-03
1	8515	908951	19	1.061197e-05	6.441285e+01	1.008978e-15	3.689335e+00	1.638993e+00	7.910075e-04	6.909091e-02
1	8515	982109	19	1.061197e-05	2.278130e+01	1.815232e-06	5.370330e+01	-1.039036e+00	7.910075e-04	4.746440e-03
1	8515	907015	20	1.117049e-05	7.527956e+00	6.074879e-03	1.097410e+01	6.001948e-01	8.326395e-04	2.444988e-02
1	8515	967016	20	1.117049e-05	6.311434e-01	4.269362e-01	1.676971e+01	1.761583e-01	8.326395e-04	1.600000e-02
1	8515	998012	20	1.117049e-05	4.096620e+01	1.548847e-10	7.495387e+01	-1.321141e+00	8.326395e-04	3.579739e-03
1	8515	963359	21	1.172902e-05	3.377489e+01	6.187232e-09	6.399319e+00	1.188331e+00	8.742714e-04	4.402516e-02
1	8515	916010	22	1.228754e-05	1.504972e-02	9.023627e-01	2.257873e+01	-2.596591e-02	9.159034e-04	1.307190e-02
1	8515	922723	22	1.228754e-05	1.574525e+00	2.095511e-01	2.866949e+01	-2.647910e-01	9.159034e-04	1.029481e-02
1	8515	975168	22	1.228754e-05	1.849686e+01	1.701840e-05	9.109304e+00	8.817462e-01	9.159034e-04	3.240059e-02
1	8515	974199	23	1.284607e-05	7.642099e+00	5.702152e-03	4.044853e+01	-5.645361e-01	9.575354e-04	7.628524e-03
1	8515	923682	24	1.340459e-05	9.119354e+00	2.529193e-03	4.384272e+01	-6.025548e-01	9.991674e-04	7.343941e-03
1	8515	941473	24	1.340459e-05	2.144094e+00	1.431195e-01	1.785638e+01	2.956928e-01	9.991674e-04	1.803156e-02
1	8515	942382	24	1.340459e-05	1.441612e-02	9.044300e-01	2.459110e+01	-2.433058e-02	9.991674e-04	1.309329e-02
1	8515	950137	24	1.340459e-05	4.818526e-04	9.824869e-01	2.389348e+01	4.448382e-03	9.991674e-04	1.347558e-02
