dataset_id	concept_id	concept_count	concept_prevalence
1	81987	24	0.00001340459364253635
1	81988	17	0.000009494920496796581
1	81989	17	0.000009494920496796581
1	132277	730	0.00040772305662714733
1	132342	183	0.00010221002652433968
1	132344	715	0.0003993451856005621
1	132391	89	0.00004970870142440563
1	132392	37	0.000020665415198910205
1	132393	716	0.0003999037103356678
1	132397	1278	0.0007137946114650607
1	132412	1126	0.0006288988517289971
1	132414	17	0.000009494920496796581
1	132439	11	0.000006143772086162494
1	132446	2949	0.001647089443826654
1	132449	214	0.00011952429331261579
1	132466	1962	0.0010958255302773467
1	132483	23	0.000012846068907430668
1	132489	80	0.0000446819788084545
1	132491	11	0.000006143772086162494
1	132494	20	0.000011170494702113626
1	132553	655	0.0003658337014942212
1	132572	116	0.00006478886927225902
1	132573	18	0.000010053445231902263
1	132579	201	0.00011226347175624193
1	132583	309	0.0001725841431476555
1	132617	885	0.0004942943905685279
1	132643	19	0.000010611969967007944
1	132685	168	0.00009383215549775445
1	132702	302	0.00016867447000191573
1	132703	1079	0.0006026481891790301
1	132704	54	0.000030160335695706787
1	132706	1850	0.0010332707599455104
1	132718	15	0.000008377871026585219
1	132724	42	0.000023458038874438612
1	132736	6065	0.003387452518415957
1	132772	11	0.000006143772086162494
1	132776	372	0.00020777120145931344
1	132797	16269	0.009086638915434328
1	132834	22	0.000012287544172324988
1	132835	441	0.00024630940818160543
1	132841	414	0.00023122924033375204
1	132850	26	0.000014521643112747713
1	132852	95	0.00005305984983503972
1	132853	243	0.00013572151063068056
1	132862	700	0.0003909673145739769
1	132932	2205	0.0012315470409080271
1	132943	90	0.00005026722615951131
1	132982	1281	0.0007154701856703777
1	132983	809	0.00045184651070049616
1	133002	528	0.0002949010601357997
1	133003	44	0.000024575088344649976
1	133013	405	0.00022620251771780092
1	133055	67	0.000037421157252080646
1	133141	4322	0.0024139439051267544
1	133150	208	0.0001161731449019817
1	133154	83	0.000046357553013771546
1	133169	221	0.00012343396645835556
1	133228	4682	0.0026150128097648
1	133278	165	0.0000921565812924374
1	133280	4244	0.0023703789757885114
1	133283	72	0.00004021378092760905
1	133285	276	0.00015415282688916802
1	133294	359	0.00020051037990293958
1	133295	1992	0.0011125812723305172
1	133296	19	0.000010611969967007944
1	133298	380	0.00021223939934015887
1	133299	28313	0.015813510825047155
1	133303	97	0.00005417689930525108
1	133305	19	0.000010611969967007944
1	133327	4438	0.002478732774399013
1	133351	262	0.0001463334805976885
1	133364	40	0.00002234098940422725
1	133367	65	0.00003630410778186928
1	133384	451	0.00025189465553266223
1	133414	3040	0.001697915194721271
1	133419	71	0.00003965525619250337
1	133420	24	0.00001340459364253635
1	133424	2114	0.0011807212900134102
1	133436	23	0.000012846068907430668
1	133438	194	0.00010835379861050216
1	133444	783	0.00043732486758774844
1	133468	53	0.000029601810960601108
1	133510	129	0.00007204969082863288
1	133547	104	0.00005808657245099085
1	133551	1207	0.0006741393552725573
1	133566	111	0.00006199624559673062
1	133569	106	0.000059203621921202216
1	133570	30	0.000016755742053170438
1	133573	22	0.000012287544172324988
1	133586	42	0.000023458038874438612
1	133593	11	0.000006143772086162494
1	133594	332	0.00018543021205508618
1	133613	66	0.00003686263251697496
1	133637	98	0.000054735424040356766
1	133646	126	0.00007037411662331584
1	133655	139	0.00007763493817968969
1	133669	12	0.000006702296821268175
1	133685	189	0.00010556117493497376
1	133711	1687	0.0009422312281232842
1	133713	1015	0.0005669026061322664
1	133714	896	0.0005004381626546904
1	133725	22	0.000012287544172324988
1	133726	713	0.00039822813613035074
1	133727	2750	0.0015359430215406234
1	133729	4798	0.0026798016790370587
1	133737	149	0.0000832201855307465
1	133794	1294	0.0007227310072267515
1	133803	355	0.00019827628096251684
1	133810	4281	0.0023910443909874214
1	133816	21	0.000011729019437219306
1	133834	11191	0.006250450310567679
1	133848	166	0.00009271510602754309
1	133853	583	0.00032561992056661217
1	133857	857	0.00047865569798556884
1	133859	267	0.0001491261042732169
1	133861	190	0.00010611969967007943
1	133926	37	0.000020665415198910205
1	133936	21	0.000011729019437219306
1	133956	104	0.00005808657245099085
1	133974	143	0.00007986903712011242
1	134031	308	0.00017202561841254984
1	134057	3677	0.00205369545098359
1	134067	51	0.000028484761490389744
1	134074	303	0.00016923299473702141
1	134115	353	0.0001971592314923055
1	134118	912	0.0005093745584163813
1	134122	21	0.000011729019437219306
1	134137	8	0.0000044681978808454505
1	134141	113	0.00006311329506694198
1	134144	271	0.00015136020321363962
1	134159	16458	0.009192200090369302
1	134214	23	0.000012846068907430668
1	134222	665	0.00037141894884527805
1	134248	21	0.000011729019437219306
1	134276	24	0.00001340459364253635
1	134290	15	0.000008377871026585219
1	134304	1346	0.000751774293452247
1	134305	1095	0.000611584584940721
1	134308	616	0.0003440512368250997
1	134312	139	0.00007763493817968969
1	134315	21	0.000011729019437219306
1	134324	176	0.0000983003533785999
1	134330	35	0.000019548365728698845
1	134331	126	0.00007037411662331584
1	134380	48	0.0000268091872850727
1	134386	72	0.00004021378092760905
1	134398	491	0.0002742356449368895
1	134404	179	0.00009997592758391695
1	134414	17	0.000009494920496796581
1	134438	34970	0.019531609986645673
1	134441	2454	0.0013706196999493418
1	134442	985	0.0005501468640790961
1	134452	1024	0.0005719293287482177
1	134453	978	0.0005462371909333562
1	134460	4078	0.002277663869760968
1	134461	3568	0.001992816254857071
1	134510	19	0.000010611969967007944
1	134517	115	0.00006423034453715335
1	134569	102	0.00005696952298077949
1	134573	15	0.000008377871026585219
1	134579	28	0.000015638692582959074
1	134596	34	0.000018989840993593163
1	134603	385	0.0002150320230156873
1	134604	40	0.00002234098940422725
1	134608	20	0.000011170494702113626
1	134618	99	0.000055293948775462445
1	134619	90	0.00005026722615951131
1	134661	551	0.0003077471290432304
1	134668	2476	0.0013829072441216667
1	134671	2079	0.0011611729242847113
1	134681	890	0.0004970870142440564
1	134718	1676	0.0009360874560371217
1	134732	83	0.000046357553013771546
1	134734	124	0.00006925706715310448
1	134735	452	0.0002524531802677679
1	134736	23895	0.013345948545350254
1	134738	12	0.000006702296821268175
1	134741	76	0.000042447879868031775
1	134743	124	0.00006925706715310448
1	134746	92	0.000051384275629722674
1	134757	27	0.000015080167847853393
1	134760	697	0.0003892917403686598
1	134765	2932	0.0016375945233298573
1	134780	51	0.000028484761490389744
1	134870	3205	0.0017900717760137084
1	134898	11977	0.0066894507523607444
1	135030	82	0.00004579902827866586
1	135032	42	0.000023458038874438612
