dataset_id	concept_id	concept_count	concept_prevalence
1	72926	31	0.00001731426678827612
1	72970	13	0.0000072608215563738565
1	72973	60	0.000033511484106340876
1	72986	113	0.00006311329506694198
1	72988	9	0.000005026722615951132
1	72990	2989	0.0016694304332308812
1	72992	25	0.000013963118377642031
1	72993	2038	0.0011382734101453784
1	72994	62	0.00003462853357655224
1	72995	438	0.0002446338339762884
1	73001	868	0.00048479947007173133
1	73008	4249	0.0023731715994640395
1	73012	196	0.00010947084808071353
1	73017	64	0.000035745583046763604
1	73019	20	0.000011170494702113626
1	73021	351	0.00019604218202209412
1	73026	32267	0.018021917627655017
1	73036	454	0.0002535702297379793
1	73041	41	0.00002289951413933293
1	73045	1438	0.0008031585690819697
1	73065	50	0.000027926236755284062
1	73075	286	0.00015973807424022484
1	73085	24	0.00001340459364253635
1	73089	230	0.0001284606890743067
1	73090	1799	0.0010047859984551207
1	73153	751	0.0004194520760643666
1	73183	36	0.000020106890463804527
1	73231	941	0.000525571775734446
1	73241	1269	0.0007087678888491096
1	73267	1806	0.0010086956716008604
1	73268	327	0.00018263758837955778
1	73290	189	0.00010556117493497376
1	73297	28	0.000015638692582959074
1	73300	1837	0.0010260099383891364
1	73301	738	0.00041219125450799276
1	73302	2197	0.0012270788430271816
1	73318	345	0.00019269103361146004
1	73334	40	0.00002234098940422725
1	73336	125	0.00006981559188821015
1	73338	276	0.00015415282688916802
1	73341	1182	0.0006601762368949152
1	73343	26	0.000014521643112747713
1	73349	20	0.000011170494702113626
1	73366	15	0.000008377871026585219
1	73373	36	0.000020106890463804527
1	73378	18	0.000010053445231902263
1	73537	984	0.0005495883393439904
1	73546	27	0.000015080167847853393
1	73553	21851	0.012204323986794241
1	73560	2158	0.0012052963783580602
1	73561	117	0.00006534739400736471
1	73562	665	0.00037141894884527805
1	73564	1614	0.0009014589224605696
1	73571	831	0.00046413405487282113
1	73574	888	0.000495969964773845
1	73575	948	0.0005294814488801858
1	73576	170	0.00009494920496796582
1	73580	453	0.0002530117050028736
1	73584	30	0.000016755742053170438
1	73609	10	0.000005585247351056813
1	73614	10	0.000005585247351056813
1	73649	1365	0.0007623862634192549
1	73712	125	0.00006981559188821015
1	73720	32	0.000017872791523381802
1	73723	12	0.000006702296821268175
1	73754	1969	0.0010997352034230864
1	73801	3394	0.0018956329509486822
1	73819	10327	0.005767884939436371
1	73840	9396	0.005247898411052981
1	73841	262	0.0001463334805976885
1	73842	130	0.00007260821556373856
1	73843	2815	0.0015722471293224927
1	73845	16	0.000008936395761690901
1	73847	30	0.000016755742053170438
1	73849	14	0.000007819346291479537
1	73851	33	0.00001843131625848748
1	73854	10	0.000005585247351056813
1	73855	72	0.00004021378092760905
1	73866	270	0.00015080167847853393
1	73872	82	0.00004579902827866586
1	73884	143	0.00007986903712011242
1	73889	413	0.00023067071559864635
1	73904	118	0.0000659059187424704
1	73906	15	0.000008377871026585219
1	73913	14	0.000007819346291479537
1	73923	735	0.0004105156803026757
1	73925	87	0.00004859165195419427
1	74052	424	0.00023681448768480886
1	74080	39	0.00002178246466912157
1	74082	94	0.00005250132509993404
1	74104	27	0.000015080167847853393
1	74114	1250	0.0006981559188821016
1	74124	24	0.00001340459364253635
1	74125	1290	0.0007204969082863288
1	74126	16	0.000008936395761690901
1	74127	158	0.00008824690814669764
1	74130	4665	0.002605517889268003
1	74132	16055	0.008967114622121712
1	74135	599	0.0003345563163283031
1	74138	1425	0.0007958977475255958
1	74150	63	0.00003518705831165792
1	74174	163	0.00009103953182222605
1	74188	753	0.000420569125534578
1	74189	1267	0.0007076508393788982
1	74194	1256	0.0007015070672927357
1	74211	217	0.00012119986751793283
1	74216	76	0.000042447879868031775
1	74250	95	0.00005305984983503972
1	74322	64	0.000035745583046763604
1	74373	22	0.000012287544172324988
1	74396	1687	0.0009422312281232842
1	74399	87	0.00004859165195419427
1	74415	1849	0.0010327122352104046
1	74444	44	0.000024575088344649976
1	74447	40	0.00002234098940422725
1	74448	80	0.0000446819788084545
1	74456	26	0.000014521643112747713
1	74458	153	0.00008545428447116923
1	74464	12335	0.006889402607528578
1	74468	86	0.00004803312721908859
1	74469	1095	0.000611584584940721
1	74470	436	0.00024351678450607703
1	74471	76	0.000042447879868031775
1	74472	954	0.0005328325972908199
1	74511	267	0.0001491261042732169
1	74582	497	0.0002775867933475236
1	74606	585	0.00032673697003682354
1	74635	4566	0.0025502239404925405
1	74698	827	0.0004618999559323984
1	74716	129	0.00007204969082863288
1	74719	1897	0.0010595214224954773
1	74722	37	0.000020665415198910205
1	74723	135	0.00007540083923926696
1	74725	3263	0.0018224662106498379
1	74726	33	0.00001843131625848748
1	74728	3671	0.002050344302572956
1	74729	909	0.0005076989842110642
1	74737	41	0.00002289951413933293
1	74740	276	0.00015415282688916802
1	74763	14	0.000007819346291479537
1	74768	179	0.00009997592758391695
1	74772	11	0.000006143772086162494
1	74777	301	0.00016811594526681007
1	74786	40	0.00002234098940422725
1	74806	233	0.00013013626327962373
1	74809	139	0.00007763493817968969
1	74813	18	0.000010053445231902263
1	74816	736	0.0004110742050377814
1	74855	3271	0.0018269344085306834
1	74892	1196	0.0006679955831863948
1	75004	6589	0.0036801194796113336
1	75010	1295	0.0007232895319618573
1	75036	5128	0.0028641148416219337
1	75039	466	0.00026027252655924746
1	75043	125	0.00006981559188821015
1	75046	40	0.00002234098940422725
1	75047	345	0.00019269103361146004
1	75048	21	0.000011729019437219306
1	75050	374	0.00020888825092952478
1	75051	591	0.0003300881184474576
1	75052	60	0.000033511484106340876
1	75053	440	0.00024575088344649975
1	75065	54	0.000030160335695706787
1	75073	12	0.000006702296821268175
1	75091	1993	0.0011131397970656227
1	75095	2110	0.0011784871910729875
1	75099	48	0.0000268091872850727
1	75103	31	0.00001731426678827612
1	75121	27	0.000015080167847853393
1	75126	178	0.00009941740284881126
1	75128	5783	0.0032299485431161548
1	75206	69	0.000038538206722292004
1	75210	30	0.000016755742053170438
1	75311	1224	0.0006836342757693539
1	75337	1018	0.0005685781803375835
1	75343	205	0.00011449757069666466
1	75344	2913	0.0016269825533628496
1	75345	31	0.00001731426678827612
1	75346	448	0.0002502190813273452
1	75347	58	0.00003239443463612951
1	75351	42	0.000023458038874438612
1	75354	128	0.00007149116609352721
1	75356	335	0.0001871057862604032
1	75365	1518	0.0008478405478904241
1	75373	21	0.000011729019437219306
1	75375	24	0.00001340459364253635
1	75382	85	0.00004747460248398291
1	75385	110	0.00006143772086162494
1	75389	1368	0.0007640618376245719
1	75406	655	0.0003658337014942212
1	75408	29	0.000016197217318064756
1	75413	29	0.000016197217318064756
1	75426	153	0.00008545428447116923
1	75488	66	0.00003686263251697496
1	75512	104	0.00005808657245099085
1	75555	21	0.000011729019437219306
1	75576	8837	0.004935683084128905
1	75580	454	0.0002535702297379793
1	75605	306	0.00017090856894233847
1	75617	1354	0.0007562424913330924
1	75620	461	0.00025747990288371904
1	75621	89	0.00004970870142440563
1	75622	23	0.000012846068907430668
1	75623	187	0.00010444412546476239
1	75627	23	0.000012846068907430668
1	75628	18	0.000010053445231902263
1	75634	303	0.00016923299473702141
1	75637	1207	0.0006741393552725573
1	75639	15	0.000008377871026585219
1	75650	5467	0.0030534547268227592
1	75652	308	0.00017202561841254984
1	75667	390	0.0002178246466912157
1	75668	426	0.0002379315371550202
1	75669	37	0.000020665415198910205
1	75670	25	0.000013963118377642031
1	75686	167	0.00009327363076264876
1	75689	106	0.000059203621921202216
1	75708	82	0.00004579902827866586
1	75756	339	0.00018933988520082595
1	75804	11	0.000006143772086162494
1	75860	51214	0.02860428578370236
1	75863	759	0.00042392027394521205
1	75865	1021	0.0005702537545429005
1	75882	39	0.00002178246466912157
1	75897	1339	0.0007478646203065072
1	75908	27	0.000015080167847853393
1	75909	19123	0.010680668509425943
1	75910	226	0.00012622659013388396
1	75911	6041	0.0033740479247734204
1	75915	18	0.000010053445231902263
1	75916	43	0.000024016563609544294
1	75920	97	0.00005417689930525108
1	75924	134	0.00007484231450416129
1	75941	2044	0.0011416245585560126
1	75954	475	0.0002652992491751986
1	76034	37	0.000020665415198910205
1	76122	21	0.000011729019437219306
1	76150	241	0.0001346044611604692
1	76153	814	0.00045463913437602453
1	76154	21	0.000011729019437219306
1	76161	5763	0.0032187780484140413
1	76191	291	0.00016253069791575324
1	76194	378	0.00021112234986994752
1	76196	50	0.000027926236755284062
1	76199	62	0.00003462853357655224
1	76202	115	0.00006423034453715335
1	76221	13	0.0000072608215563738565
1	76240	642	0.0003585728799378474
1	76270	19	0.000010611969967007944
1	76273	87	0.00004859165195419427
1	76304	33	0.00001843131625848748
1	76349	52	0.000029043286225495426
1	76388	245	0.0001368385601008919
1	76467	40	0.00002234098940422725
1	76472	170	0.00009494920496796582
1	76482	5016	0.0028015600712900973
1	76498	22	0.000012287544172324988
1	76503	65	0.00003630410778186928
1	76508	139	0.00007763493817968969
1	76521	338	0.00018878136046572027
1	76533	53	0.000029601810960601108
1	76542	51	0.000028484761490389744
1	76545	559	0.00031221532692407583
1	76550	73	0.00004077230566271473
1	76563	30	0.000016755742053170438
1	76565	1227	0.0006853098499746709
1	76570	21	0.000011729019437219306
1	76611	4572	0.0025535750889031745
1	76685	650	0.0003630410778186928
1	76725	2896	0.0016174876328660529
1	76737	5815	0.0032478213346395367
1	76745	96	0.0000536183745701454
1	76750	47	0.00002625066254996702
1	76756	1958	0.001093591431336924
1	76761	705	0.0003937599382495053
1	76771	24	0.00001340459364253635
1	76777	79	0.00004412345407334882
1	76783	45	0.000025133613079755655
1	76784	46	0.000025692137814861337
1	76786	3444	0.0019235591877039663
1	76789	19	0.000010611969967007944
1	76790	462	0.0002580384276188247
1	76791	502	0.000280379417023052
1	76797	388	0.00021670759722100432
1	76798	177	0.00009885887811370558
1	76801	46	0.000025692137814861337
1	76819	66	0.00003686263251697496
1	76835	210	0.00011729019437219306
1	76836	2712	0.0015147190816066076
1	77025	4964	0.002772516785064602
1	77029	134	0.00007484231450416129
1	77030	11942	0.006669902386632046
1	77066	1156	0.0006456545937821675
1	77067	141	0.00007875198764990106
1	77072	1812	0.0010120468200114944
1	77074	18818	0.01051031846521871
1	77076	275	0.00015359430215406236
1	77079	4965	0.0027730753097997074
1	77081	1568	0.0008757667846457083
1	77119	42	0.000023458038874438612
1	77129	429	0.00023960711136033726
1	77139	4063	0.0022692859987343827
1	77146	155	0.00008657133394138059
1	77156	22	0.000012287544172324988
1	77162	4535	0.0025329096737042645
1	77178	44	0.000024575088344649976
1	77234	14275	0.0079729405936336
1	77310	951	0.0005311570230855029
1	77317	255	0.00014242380745194873
1	77338	268	0.00014968462900832259
1	77340	406	0.00022676104245290658
1	77348	18	0.000010053445231902263
1	77355	21	0.000011729019437219306
1	77357	41	0.00002289951413933293
1	77362	52	0.000029043286225495426
1	77365	26	0.000014521643112747713
1	77373	1595	0.0008908469524935616
1	77395	4177	0.0023329578185364306
1	77403	359	0.00020051037990293958
1	77421	2240	0.001251095406636726
1	77455	46	0.000025692137814861337
1	77517	97	0.00005417689930525108
1	77600	41	0.00002289951413933293
1	77615	46	0.000025692137814861337
1	77624	16	0.000008936395761690901
1	77630	8135	0.004543598720084717
1	77631	65	0.00003630410778186928
1	77635	379	0.0002116808746050532
1	77637	120	0.00006702296821268175
1	77638	1458	0.0008143290637840833
1	77639	18	0.000010053445231902263
1	77640	21	0.000011729019437219306
1	77644	3246	0.0018129712901530414
1	77646	15541	0.008680032908277393
1	77647	628	0.00035075353364636785
1	77650	572	0.0003194761484804497
1	77653	24	0.00001340459364253635
1	77661	11	0.000006143772086162494
1	77670	152005	0.08489855235973907
1	77673	1140	0.0006367181980204766
1	77696	16	0.000008936395761690901
1	77698	11	0.000006143772086162494
1	77701	14	0.000007819346291479537
1	77702	21	0.000011729019437219306
1	77707	221	0.00012343396645835556
1	77719	172	0.00009606625443817718
1	77734	1283	0.000716587235140589
1	77812	129	0.00007204969082863288
1	77815	32	0.000017872791523381802
1	77819	20	0.000011170494702113626
1	77923	82	0.00004579902827866586
1	77952	63	0.00003518705831165792
1	77955	548	0.00030607155483791334
1	77956	14	0.000007819346291479537
1	77960	36	0.000020106890463804527
1	77961	94	0.00005250132509993404
1	77963	1964	0.001096942579747558
1	77965	3723	0.0020793875887984512
1	77987	6397	0.003572882730471043
1	78009	7	0.000003909673145739768
1	78011	772	0.0004311810955015859
1	78015	260	0.00014521643112747713
1	78073	49	0.000027367712020178383
1	78093	120	0.00006702296821268175
1	78097	3231	0.0018045934191264562
1	78110	111	0.00006199624559673062
1	78149	198	0.00011058789755092489
1	78162	1769	0.0009880302564019502
1	78193	1242	0.0006936877210012561
1	78200	1758	0.0009818864843157877
1	78210	30	0.000016755742053170438
1	78218	13	0.0000072608215563738565
1	78219	647	0.00036136550361337577
1	78227	3823	0.0021352400623090195
1	78228	3030	0.0016923299473702142
1	78230	154	0.00008601280920627492
1	78232	45417	0.025366517894294727
1	78233	8	0.0000044681978808454505
1	78234	3770	0.002105638251348418
1	78235	470	0.0002625066254996702
1	78236	792	0.00044235159020369956
1	78237	906	0.0005060234100057472
1	78243	117	0.00006534739400736471
1	78257	168	0.00009383215549775445
1	78267	408	0.00022787809192311795
1	78272	2490	0.0013907265904131464
1	78273	1085	0.0006059993375896642
1	78308	132	0.00007372526503394992
1	78314	10	0.000005585247351056813
1	78357	246	0.0001373970848359976
1	78472	8609	0.00480833944452481
1	78473	7485	0.004180557642266024
1	78474	3371	0.0018827868820412515
1	78497	564	0.00031500795059960426
1	78505	6456	0.0036058356898422783
1	78506	9	0.000005026722615951132
1	78507	19	0.000010611969967007944
1	78508	26099	0.014576937061523175
1	78509	31	0.00001731426678827612
1	78510	28	0.000015638692582959074
1	78512	229	0.00012790216433920102
1	78516	4845	0.0027060523415870256
1	78517	2646	0.0014778564490896325
1	78518	105	0.00005864509718609653
1	78524	121	0.00006758149294778744
1	78529	423	0.00023625596294970318
1	78560	176	0.0000983003533785999
1	78579	99	0.000055293948775462445
1	78581	49	0.000027367712020178383
1	78584	44	0.000024575088344649976
1	78586	13	0.0000072608215563738565
1	78593	358	0.0001999518551678339
1	78602	23	0.000012846068907430668
1	78605	905	0.0005054648852706416
1	78606	221	0.00012343396645835556
1	78607	14	0.000007819346291479537
1	78609	18	0.000010053445231902263
1	78619	2979	0.0016638451858798245
1	78621	9	0.000005026722615951132
1	78771	122	0.00006814001768289311
1	78786	2069	0.0011555876769336546
1	78799	40	0.00002234098940422725
1	78804	10100	0.005641099824567381
1	78829	29	0.000016197217318064756
1	78832	181	0.0001010929770541283
1	78833	18	0.000010053445231902263
1	78834	686	0.00038314796828249734
1	78838	74	0.00004133083039782041
1	78842	182	0.00010165150178923399
1	78863	18	0.000010053445231902263
1	78888	33	0.00001843131625848748
1	78890	459	0.0002563628534135077
1	78907	50	0.000027926236755284062
1	78909	298	0.000166440371061493
1	78987	128	0.00007149116609352721
1	79061	359	0.00020051037990293958
1	79069	1779	0.000993615503753007
1	79072	1340	0.0007484231450416128
1	79104	72	0.00004021378092760905
1	79106	13835	0.0077271897101871
1	79108	43	0.000024016563609544294
1	79113	118	0.0000659059187424704
1	79116	1325	0.0007400452740150276
1	79118	21	0.000011729019437219306
1	79119	344	0.00019213250887635435
1	79124	33	0.00001843131625848748
1	79126	84	0.000046916077748877224
1	79127	563	0.00031444942586449857
1	79144	92	0.000051384275629722674
1	79145	606	0.00033846598947404283
1	79146	22	0.000012287544172324988
1	79161	153	0.00008545428447116923
1	79165	49	0.000027367712020178383
1	79167	143	0.00007986903712011242
1	79172	107	0.000059762146656307895
1	79173	112	0.0000625547703318363
1	79189	212	0.00011840724384240443
1	79198	26	0.000014521643112747713
1	79212	16	0.000008936395761690901
1	79732	104	0.00005808657245099085
1	79740	269	0.00015024315374342827
1	79742	68	0.000037979681987186325
1	79758	26	0.000014521643112747713
1	79765	21	0.000011729019437219306
1	79768	736	0.0004110742050377814
1	79804	239	0.00013348741169025782
1	79833	2139	0.0011946844083910522
1	79864	13148	0.007343483217169497
1	79873	1832	0.0010232173147136081
1	79884	369	0.00020609562725399638
1	79889	27	0.000015080167847853393
1	79890	26	0.000014521643112747713
1	79897	51	0.000028484761490389744
1	79898	537	0.00029992778275175086
1	79903	908	0.0005071404594759586
1	79904	184	0.00010276855125944535
1	79908	9911	0.005535538649632407
1	79914	93	0.00005194280036482836
1	79915	12	0.000006702296821268175
1	79916	1008	0.0005629929329865267
1	79917	343	0.00019157398414124867
1	79930	90	0.00005026722615951131
1	79936	1263	0.0007054167404384754
1	79938	172	0.00009606625443817718
1	79939	75	0.000041889355132926096
1	79957	20	0.000011170494702113626
1	79964	60	0.000033511484106340876
1	80004	3985	0.00222572106939614
1	80045	97	0.00005417689930525108
1	80070	278	0.00015526987635937939
1	80141	200	0.00011170494702113625
1	80156	168	0.00009383215549775445
1	80165	91	0.000050825750894616995
1	80177	43	0.000024016563609544294
1	80180	25845	0.014435071778806333
1	80182	400	0.0002234098940422725
1	80183	101	0.00005641099824567381
1	80184	17	0.000009494920496796581
1	80186	931	0.0005199865283833893
1	80187	940	0.0005250132509993404
1	80189	9099	0.005082016564726594
1	80201	44	0.000024575088344649976
1	80204	669	0.00037365304778570074
1	80205	3567	0.001992257730121965
1	80210	57	0.00003183590990102383
1	80217	20	0.000011170494702113626
1	80223	65	0.00003630410778186928
1	80232	513	0.00028652318910921446
1	80241	186	0.00010388560072965672
1	80242	2877	0.001606875662899045
1	80249	427	0.0002384900618901259
1	80294	50	0.000027926236755284062
1	80399	418	0.00023346333927417478
1	80463	592	0.0003306466431825633
1	80471	205	0.00011449757069666466
1	80474	242	0.00013516298589557487
1	80482	549	0.00030663007957301903
1	80484	212	0.00011840724384240443
1	80492	340	0.00018989840993593164
1	80493	30	0.000016755742053170438
1	80494	51	0.000028484761490389744
1	80497	863	0.0004820068463962029
1	80502	24395	0.013625210912903094
1	80504	829	0.00046301700540260976
1	80509	612	0.00034181713788467694
1	80512	184	0.00010276855125944535
1	80523	23	0.000012846068907430668
1	80541	11	0.000006143772086162494
1	80552	652	0.0003641581272889042
1	80553	10	0.000005585247351056813
1	80573	442	0.0002468679329167111
1	80591	40	0.00002234098940422725
1	80626	60	0.000033511484106340876
1	80665	79	0.00004412345407334882
1	80767	17375	0.009704367272461212
1	80778	343	0.00019157398414124867
1	80782	13	0.0000072608215563738565
1	80800	233	0.00013013626327962373
1	80802	209	0.00011673166963708739
1	80809	6081	0.003396388914177648
1	80811	61	0.000034070008841446554
1	80813	15466	0.008638143553144467
1	80815	871	0.0004864750442770484
1	80816	1483	0.0008282921821617253
1	80819	73	0.00004077230566271473
1	80824	3307	0.001847041298994488
1	80852	62	0.00003462853357655224
1	80854	11	0.000006143772086162494
1	80861	34	0.000018989840993593163
1	80862	42	0.000023458038874438612
1	80874	242	0.00013516298589557487
1	80880	33	0.00001843131625848748
1	80914	49	0.000027367712020178383
1	80946	88	0.00004915017668929995
1	80951	1948	0.001088006183985867
1	81064	190	0.00010611969967007943
1	81086	29	0.000016197217318064756
1	81097	27	0.000015080167847853393
1	81099	38	0.000021223939934015887
1	81101	18	0.000010053445231902263
1	81106	812	0.00045352208490581316
1	81112	30331	0.01694061374049042
1	81141	102	0.00005696952298077949
1	81144	1663	0.0009288266344807479
1	81151	11688	0.006528037103915202
1	81156	18	0.000010053445231902263
1	81169	150	0.00008377871026585219
1	81175	1903	0.0010628725709061115
1	81186	1204	0.0006724637810672403
1	81237	36	0.000020106890463804527
1	81247	157	0.00008768838341159196
1	81250	2267	0.0012661755744845795
1	81251	192	0.0001072367491402908
1	81286	110	0.00006143772086162494
1	81303	165	0.0000921565812924374
1	81336	754	0.0004211276502696837
1	81357	338	0.00018878136046572027
1	81358	264	0.00014745053006789984
1	81378	3845	0.0021475276064813445
1	81379	3221	0.0017990081717753994
1	81380	475	0.0002652992491751986
1	81382	36	0.000020106890463804527
1	81383	18	0.000010053445231902263
1	81390	153	0.00008545428447116923
1	81395	61	0.000034070008841446554
1	81403	134	0.00007484231450416129
1	81424	69	0.000038538206722292004
1	81426	1568	0.0008757667846457083
1	81454	4249	0.0023731715994640395
1	81496	43	0.000024016563609544294
1	81539	455	0.000254128754473085
1	81611	18567	0.010370128756707184
1	81623	34	0.000018989840993593163
1	81634	287	0.00016029659897533053
1	81636	1190	0.0006646444347757607
1	81659	16	0.000008936395761690901
1	81660	23	0.000012846068907430668
1	81665	22	0.000012287544172324988
1	81670	793	0.00044291011493880525
1	81685	132	0.00007372526503394992
1	81695	99	0.000055293948775462445
1	81696	179	0.00009997592758391695
1	81707	74	0.00004133083039782041
1	81711	1125	0.0006283403269938914
1	81713	183	0.00010221002652433968
1	81721	71	0.00003965525619250337
1	81723	2150	0.0012008281804772147
1	81763	11	0.000006143772086162494
1	81878	4285	0.0023932784899278444
1	81893	3426	0.0019135057424720639
1	81902	57066	0.03187277253354081
1	81931	1265	0.0007065337899086868
1	81937	12	0.000006702296821268175
1	81939	10	0.000005585247351056813
1	81942	1323	0.0007389282245448163
1	81943	37	0.000020665415198910205
1	81948	19	0.000010611969967007944
1	81983	12	0.000006702296821268175
1	81984	3629	0.0020268862636985173
